0.333117,0.219481,0.787013,0.437013,0.12987,0.350649,0,0.12987,0,0,0,0,1,0,0,0.350649,0.5,1,1,1,0.028189,1,1253,1,60,0,0,0,0,5,1,1,1,5,1,1,1,1,1,0,0,1,0.200000
0.393939,0.235065,0.802597,0.427273,0.350649,0.12987,0,0.38961,0,0,0,0,1,1,0,0.12987,0.5,1,1,1,0.028189,1,223,1,83,0,0,0,0,1,1,1,1,4,1,1,1,1,1,0,0,1,0.200000
0.366667,0.15,0.916667,0.35,0,0.666667,0,0.333333,0,0,0,0,1,0,0,0.666667,0.5,1,1,1,0.028189,1,1520,2,9,0,0,0,0,5,1,1,1,4,1,1,1,1,1,0,0,1,0.200000
0.2,0.2,0.8,0.7,0,0,0,1,0,0,0,0,1,1,0,1,0.5,1,1,0,0.028189,1,0,1,81,0,0,0,0,1,2,2,1,7,2,2,1,1,1,0,0,1,0.200000
0.238462,0.225641,0.780769,0.507692,0.25641,0,0,0.74359,0,0,0,0,1,0,0,0.74359,0.5,1,1,1,0.028189,1,282,2,11,0,0,0,0,1,1,1,1,4,2,1,1,1,1,0,0,1,0.200000
0.265116,0.272093,0.760465,0.330233,0.116279,0,0,0.348837,0,0,0,0,1,0,0,0.209302,0.5,1,1,1,0.028189,1,535,2,124,0,0,0,0,5,1,1,1,2,4,1,1,1,2,0,0,1,0.400000
0.322513,0.274869,0.758639,0.373298,0.157068,0.287958,0,0.104712,0,0,0,0,1,1,0,0.104712,0.5,1,1,1,0.028189,1,141,1,82,0,0,0,0,1,1,1,1,7,2,1,1,1,1,0,0,1,0.200000
0.341667,0.225,0.791667,0.45,0,0,0,0,0,0,0,0,1,1,0,1,0.5,1,1,1,0.083333,30,1,1,54,0,0,0,0,1,1,1,1,1,3,1,1,1,1,0,0,1,1.000000
0.316748,0.252683,0.746504,0.528293,0.170732,0.307317,0,0.390244,0,0,0,0,1,1,0,0.307317,0.5,1,1,1,0.028189,1,52,1,53,0,0,0,0,1,1,1,1,2,1,1,1,1,2,0,0,1,0.400000
0.2625,0.2,0.8,0.54375,0,0,0,0.625,0,0,0,0,1,1,0,0.625,0.5,1,1,1,0.071811,1,1486,2,25,0,0,0,0,2,1,1,1,2,2,1,1,1,1,0,0,1,0.200000
0.51453,0.174359,0.912821,0.323077,0,0.871795,0,0,0,0,0,0,1,1,0,0.871795,0.5,1,1,1,0.071811,1,720,2,31,0,0,0,0,2,1,1,1,3,1,1,1,1,1,0,0,1,0.200000
0.306838,0.27265,0.761538,0.473504,0.145299,0.08547,0,0.34188,0,0,0,0,1,1,0,0.08547,0.5,1,1,1,0.028189,1,472,1,36,0,0,0,0,1,1,1,1,7,5,1,1,1,1,0,0,1,0.200000
0.38,0.185,0.865,0.305,0.2,0.2,0,0.4,0,0,0,0,0,0,0,0.2,0.5,1,0,1,0.071811,1,267,1,115,0,0,0,0,2,1,1,1,2,3,1,1,1,1,0,0,1,0.600000
0.208955,0.364925,0.647761,0.53806,0.253731,0.298507,0,0.149254,0,0,0,0,1,0,0,0.298507,0.5,1,1,1,0.138478,1,1262,2,127,0,0,0,0,3,1,1,5,6,1,1,1,1,1,0,0,1,0.600000
0.48447,0.222727,0.829924,0.445455,0,0,0,0.431818,0,0,0,0,1,1,0,0.568182,0.5,1,1,1,0.028189,1,384,1,10,0,0,0,0,1,1,1,1,6,4,1,1,1,1,0,0,1,0.600000
0.487179,0.267949,0.812821,0.357692,0,0.128205,0,0.128205,0,0,0,0,1,1,0,0.512821,0.5,1,1,0,0.028189,1,570,1,128,0,0,0,0,1,2,2,1,6,4,2,1,1,1,0,0,1,1.000000
0.5,0.205,0.86,0.395,0.3,0,0,0.3,0,0,0,0,1,1,0,0.3,0.5,1,1,1,0.071811,1,606,2,25,0,0,0,0,2,1,1,1,5,2,1,1,1,1,0,0,1,0.600000
0.503077,0.151538,0.948462,0.254615,0,0.415385,0,0.307692,0,0,0,0,1,0,0,0.415385,0.5,1,1,1,0.028189,1,877,2,11,0,0,0,0,1,1,1,1,3,1,1,1,1,1,0,0,1,0.700000
0.307692,0.250769,0.772308,0.44,0,0.584615,0,0.261538,0,0,0,0,1,0,0,0.153846,0.5,1,1,1,0.128189,1,662,1,29,0,0,0,0,4,1,1,1,4,5,1,1,1,1,0,0,1,0.200000
0.166667,0.2,0.7,0.8,0.666667,0,0,0.333333,0,0,0,0,1,1,0,0.666667,0.5,1,1,0,0.028189,1,1371,1,81,0,0,0,0,1,2,2,1,4,3,2,1,1,1,0,0,1,0.600000
0.142857,0.7,0.385714,0.492857,0,0,0,0,0,0,0,0,1,0,0,1,0.5,1,1,1,0.029167,7,1,2,33,0,0,0,0,3,2,2,1,1,4,2,1,1,1,0,0,1,0.200000
0.382036,0.18982,0.850299,0.378443,0.05988,0.161677,0,0.491018,0,0,0,0,1,0,0,0.491018,0.5,1,1,1,0.028189,1,76,1,47,0,0,0,0,5,1,1,1,5,2,1,1,1,1,0,0,1,0.800000
0.356667,0.21,0.716667,0.65,0.2,0.2,0,0.4,0,0,0,0,1,0,0,0.2,0.5,1,1,1,0.028189,1,1044,1,118,0,0,0,0,5,1,1,1,2,4,1,1,1,1,0,0,1,0.200000
0.449057,0.181132,0.890566,0.428302,0,0.471698,0,0.188679,0,0,0,0,1,0,0,0.471698,0.5,1,1,0,0.138478,1,896,1,63,0,0,0,0,3,2,2,1,7,1,2,1,1,1,0,0,1,0.200000
0.376984,0.315079,0.733333,0.462698,0.333333,0.095238,0,0.095238,0,0,0,0,1,0,0,0.285714,0.5,1,1,1,0.071811,1,142,1,25,0,0,0,0,2,1,1,1,2,5,1,1,1,1,0,0,1,0.600000
0.392259,0.204184,0.82887,0.336402,0.251046,0.635983,0,0,0,0,0,0,0,0,0,0.635983,0.5,1,0,1,0.028189,1,104,2,71,0,0,0,0,1,1,1,6,6,1,1,1,1,1,0,0,1,0.200000
0.36,0.2,0.84,0.58,0.4,0.6,0,0,0,0,0,0,1,1,0,0.4,0.5,1,1,1,0.138478,1,1398,5,23,0,0,0,0,3,1,1,1,7,3,1,1,1,1,0,0,1,0.600000
0.4625,0.2125,0.858333,0.391667,0.25,0,0,0.416667,0,0,0,0,0,1,0,0.166667,0.5,1,0,1,0.071811,1,154,2,42,0,0,0,0,2,1,1,1,5,5,1,1,1,1,0,0,1,0.200000
0.384524,0.2,0.859524,0.384524,0.178571,0,0,0.464286,0,0,0,0,1,0,0,0.178571,0.5,1,1,1,0.028189,1,185,1,75,0,0,0,0,5,1,1,1,4,3,1,1,1,1,0,0,1,0.200000
0.375,0.201471,0.795588,0.441176,0.147059,0.411765,0,0.294118,0,0,0,0,0,0,0,0.294118,0.5,1,0,1,0.128189,1,372,1,85,0,0,0,0,4,1,1,1,5,2,1,1,1,1,0,0,1,0.200000
0.409091,0.176623,0.897403,0.211688,0,0,0,0.87013,0,0,0,0,0,0,0,0.87013,0.5,1,0,0,0.128189,1,752,2,37,0,0,0,0,4,2,2,1,2,2,2,1,1,1,0,0,1,0.200000
0.275,0.3125,0.7,0.55625,0.125,0.25,0,0.375,0,0,0,0,1,0,0,0.25,0.5,1,1,1,0.138478,1,162,2,77,0,0,0,0,3,1,1,1,4,1,1,1,1,1,0,0,1,0.200000
0.337313,0.31194,0.71791,0.457463,0,0.402985,0,0.447761,0,0,0,0,0,0,0,0.402985,0.5,1,0,1,0.028189,1,310,2,11,0,0,0,0,1,1,1,1,4,1,1,1,1,1,0,0,1,0.200000
0.415607,0.219075,0.856069,0.359538,0.115607,0.277457,0,0.277457,0,0,0,0,1,0,0,0.32948,0.5,1,1,1,0.028189,1,114,1,96,0,0,0,0,5,1,1,1,4,4,1,1,1,1,0,0,1,0.200000
0.3,0.133333,0.85,0.366667,0,0.333333,0,0.666667,0,0,0,0,1,1,0,0.666667,0.5,1,1,1,0.028189,1,1406,1,106,0,0,0,0,1,1,1,1,3,2,1,1,1,1,0,0,1,0.600000
0.433494,0.203205,0.845192,0.394551,0.144231,0.663462,0,0,0,0,0,0,0,1,0,0.663462,0.5,1,0,1,0.071811,1,58,2,42,0,0,0,0,2,1,1,1,2,1,1,1,1,2,0,0,1,0.400000
0.364286,0.216667,0.845238,0.42619,0,0,0,0,0,0,0,0,1,0,0,1,0.5,1,1,1,0.055556,6,1,1,46,0,0,0,0,3,2,2,1,1,4,2,1,1,1,0,0,1,0.200000
0.444444,0.177778,0.883333,0.3,0.222222,0.666667,0,0,0,0,0,0,1,0,0,0.111111,0.5,1,1,1,0.128189,1,461,1,34,0,0,0,0,4,1,1,1,2,5,1,1,1,1,0,0,1,0.200000
0.05,0.45,0.45,0.75,1,0,0,0,0,0,0,0,1,1,0,1,0.5,1,1,1,0.128189,1,0,3,28,0,0,0,0,4,1,1,1,1,3,1,1,1,1,0,0,1,0.200000
0.4125,0.175,0.9,0.35,0.25,0,0,0.25,0,0,0,0,1,0,0,0.25,0.5,1,1,1,0.138478,1,1240,1,79,0,0,0,0,3,1,1,1,4,5,1,1,1,1,0,0,1,0.200000
0.533761,0.219231,0.852991,0.4,0,1,0,0,0,0,0,0,1,1,0,1,0.5,1,1,1,0.028189,1,377,1,55,0,0,0,0,1,1,1,1,2,1,1,1,1,1,0,0,1,0.200000
0.387931,0.256034,0.787069,0.380172,0.241379,0.172414,0,0.172414,0,0,0,0,0,1,0,0.241379,0.5,1,0,1,0.028189,1,294,1,3,0,0,0,0,1,1,1,2,6,5,1,1,1,1,0,0,1,0.200000
0.325,0.1625,0.825,0.425,0,0.75,0,0,0,0,0,0,1,1,0,0.75,0.5,1,1,1,0.028189,1,857,1,36,0,0,0,0,1,1,1,1,6,1,1,1,1,1,0,0,1,0.200000
0.303175,0.203175,0.778571,0.550794,0.095238,0.714286,0,0,0,0,0,0,1,0,0,0.095238,0.5,1,1,1,0.071811,1,123,1,110,0,0,0,0,2,1,1,1,4,3,1,1,1,1,0,0,1,0.200000
0.266667,0.22,0.783333,0.563333,0,0.933333,0,0,0,0,0,0,1,1,0,0.933333,0.5,1,1,1,0.028189,1,54,1,80,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0.600000
0.233333,0.2,0.8,0.625,0,0,0,1,0,0,0,0,1,1,0,1,0.5,1,1,1,0.028189,1,1332,1,44,0,0,0,0,1,1,1,1,2,2,1,1,1,1,0,0,1,0.200000
0.388889,0.197009,0.847436,0.472222,0.230769,0.25641,0,0.17094,0,0,0,0,1,0,0,0.25641,0.5,1,1,1,0.028189,1,399,2,76,0,0,0,0,5,1,1,1,3,5,1,1,1,1,0,0,1,1.000000
0.413248,0.218205,0.828376,0.390769,0.292308,0.25641,0,0.194872,0,0,0,0,0,1,0,0.194872,0.5,1,0,1,0.028189,1,73,1,3,0,0,0,0,1,1,1,2,2,2,1,1,1,1,0,0,1,0.200000
0.548454,0.179381,0.915464,0.327835,0.309278,0,0,0.381443,0,0,0,0,1,0,0,0.381443,0.5,1,1,1,0.028189,1,402,2,111,0,0,0,0,1,1,1,1,5,2,1,1,1,1,0,0,1,0.600000
0.390196,0.222549,0.767647,0.49902,0.411765,0.470588,0,0.117647,0,0,0,0,1,0,0,0.470588,0.5,1,1,0,0.071811,1,258,1,88,0,0,0,0,2,2,2,1,7,1,2,1,1,1,0,0,1,0.200000
0.41929,0.205401,0.865278,0.359105,0,0,0,0,0,0,0,0,0,1,0,1,0.5,1,0,1,0.020904,2,1,2,119,0,0,0,0,2,1,1,1,3,1,1,1,1,1,0,0,1,0.200000
0.373333,0.193333,0.793333,0.573333,0,0,0,0.533333,0,0,0,0,1,1,0,0.333333,0.5,1,1,1,0.028189,1,870,1,117,0,0,0,0,1,1,1,1,6,5,1,1,1,1,0,0,1,0.800000
0.405694,0.201528,0.82,0.441111,0.083333,0,0,0.625,0,0,0,0,0,0,0,0.625,0.5,1,0,1,0.128189,1,180,1,85,0,0,0,0,4,1,1,1,5,2,1,1,1,1,0,0,1,0.700000
0.466667,0.25,0.791667,0.45,0.333333,0.166667,0,0.5,0,0,0,0,1,0,0,0.166667,0.5,1,1,1,0.071811,1,380,1,18,0,0,0,0,2,1,1,1,5,1,1,1,1,1,0,0,1,0.200000
0.422222,0.183333,0.877778,0.438889,0.111111,0.444444,0,0.444444,0,0,0,0,1,0,0,0.444444,0.5,1,1,1,0.138478,1,413,1,91,0,0,0,0,3,1,1,1,1,2,1,1,1,1,0,0,1,0.600000
0.442857,0.214286,0.8,0.442857,0.285714,0.428571,0,0.142857,0,0,0,0,1,0,0,0.142857,0.5,1,1,1,0.128189,1,890,1,122,0,0,0,0,4,1,1,1,1,2,1,1,1,1,0,0,1,0.200000
